,InVehicle_Longitudinal_Speed,GPS_Speed,InVehicle_Longitudinal_Accel
317,17.11572244,16.780298232258698,-0.279496655
318,17.11972982,17.059782199999997,-0.016932736
319,17.12115359,17.03487401,-0.23934350199999999
320,17.12219272,17.03654763,0.043818975999999996
321,17.12445211,17.02388632,-0.022050235
322,17.12685134,17.00395546,-0.012473133999999999
323,17.13235487,16.983439399999998,0.08885520300000001
324,17.13487033,16.96929878,0.110398756
325,17.13445501,16.95536877,0.314799282
326,17.13565288,16.93534512,0.32771294300000003
327,17.13652714,16.92073099,0.143219769
328,17.13716521,16.89118401,0.081942999
329,17.13612991,16.85504224,0.094871865
330,17.13237288,16.82255589,0.41876974899999997
331,17.12662885,16.79273743,0.241123196
332,17.12168638,16.75473147,0.153397208
333,17.11582767,16.71963481,0.126058153
334,17.1070493,16.68124755,0.069417701
335,17.09238757,16.65017647,0.08573035400000001
336,17.07643361,16.61944742,-0.02814869
337,17.0595368,16.59702002,-0.18463702899999998
338,17.03970036,16.55927163,-0.262161858
339,17.01696797,16.53449759,-0.271573599
340,16.98987077,16.49128838,-0.27844269899999996
341,16.95583628,16.46405599,-0.346348435
342,16.91598708,16.43321307,-0.636996419
343,16.88465218,16.39751353,-0.497974999
344,16.85728018,16.34966224,-0.448921385
345,16.82679678,16.329176500000003,-0.33974548299999996
346,16.79629377,16.30478477,-0.317715464
347,16.76652721,16.28351192,-0.233503595
348,16.73804864,16.25590765,-0.17728311600000002
349,16.70900883,16.23020778,-0.136250949
350,16.67880866,16.20742476,-0.12202696800000001
351,16.6470119,16.180106900000002,-0.195502172
352,16.61480039,16.1572536,-0.275332746
353,16.58303613,16.13668699,-0.307391442
354,16.55159829,16.10293448,-0.22596867199999998
355,16.52039868,16.07246965,-0.27136337899999996
356,16.48937322,16.04579236,-0.273048241
357,16.45847458,16.449151509723247,-0.30572411
358,16.42841874,16.00603809,-0.36101857299999995
359,16.39597656,15.98786736,-0.38041077100000004
360,16.361793,15.95822356,-0.373599925
361,16.33159143,15.94963811,-0.300495674
362,16.30354532,15.94850883,-0.24189996100000002
363,16.27482141,15.93005315,-0.17817012100000001
364,16.24935475,15.905477,-0.131657293
365,16.22476466,15.892676999999999,-0.144879469
366,16.19856284,15.87653246,-0.201698867
367,16.17118471,15.85100528,-0.143588572
368,16.1474513,15.82918117,-0.090695073
369,16.12637741,15.81228124,-0.031126959
370,16.10574331,15.81174761,-0.087231121
371,16.0809283,15.79414299,-0.133419426
372,16.05606331,15.78490392,-0.161888643
373,16.03341306,15.76899822,-0.229835998
374,16.01388021,15.72920685,-0.200811496
375,15.99437136,15.71224379,-0.127217838
376,15.97262855,15.69694787,-0.104952147
377,15.95375799,15.67870399,-0.06773754900000001
378,15.93623323,15.65525416,-0.129674224
379,15.9189402,15.60773553,-0.174878322
380,15.90256706,15.54848148,-0.155459947
381,15.88836574,15.48760381,-0.11508241400000001
382,15.873498300000001,15.39485978,-0.16422858
383,15.855143,15.30384745,-0.184374512
384,15.83724407,15.19674552,-0.16239068199999998
385,15.82192944,15.08581384,-0.130622829
386,15.80624945,14.97083756,-0.02358077
387,15.78955259,14.85041041,0.08598939400000001
388,15.776616,14.72072965,0.165958498
389,15.7649231,14.57166133,0.077574598
390,15.74813422,14.42871267,0.369458231
391,15.72612534,14.28203928,0.17368730899999998
392,15.69730498,14.13528495,-0.005882096999999999
393,15.65976084,13.96848025,-0.299411658
394,15.61134754,13.80745006,-0.503160323
395,15.5527497,13.65146698,-0.620418838
396,15.48897049,13.49139322,-0.721722328
397,15.41765722,13.30389988,-0.7904170209999999
398,15.33634285,13.11999567,-0.892963721
399,15.24622823,12.93787778,-0.952083701
400,15.14668911,12.76928091,-1.0738475090000001
401,15.03426817,12.5838965,-1.341222214638691
402,14.91469644,12.40403041,-1.240615756
403,14.78990631,12.22041728,-1.294912898
404,14.65605409,12.03226448,-1.470808123
405,14.51558823,11.83927151,-1.515327672
406,14.36954496,11.63483255,-1.547819989
407,14.21943105,11.45383179,-1.62918564
408,14.06259401,11.26689158,-1.636159549
409,13.90310134,11.08533456,-1.808962391
410,13.73491685,10.90784529,-1.746404372
411,13.57089452,10.72888239,-1.726951944
412,13.40915942,10.55995009,-1.686549557
413,13.23858781,10.39681165,-1.714713462
414,13.06081643,10.23054383,-1.855812415
415,12.87628935,10.07948468,-1.843489937
416,12.69133437,9.932444955,-1.803050271
417,12.50681731,9.764737934,-1.85739212
418,12.32036892,9.614571892,-1.724099174
419,12.14001508,9.471516102,-1.736877786
420,11.95810565,9.346283001,-1.699034902
421,11.77581189,9.227810587,-1.69237963
422,11.58648321,9.091365332,-1.703245413
423,11.39652281,8.929446847000001,-1.700693676
424,11.20910334,8.778924222,-1.667385123
425,11.02729028,8.625195822,-1.700726419
426,10.848068300000001,8.48578743,-1.698855204
427,10.67523984,8.344890853999999,-1.6136330209999998
428,10.50557692,8.216374882,-1.6248085669999999
429,10.33897485,8.079818513,-1.585795696
430,10.17910914,7.9615504679999995,-1.3948504480000001
431,10.02040773,7.8616279339999995,-1.224044062
432,9.871561452,7.755102926,-1.618244103
433,9.723904481,7.675690528,-1.539076418
434,9.569611114,7.598989795,-1.8848557240000001
435,9.414976638999999,7.5303766560000005,-1.655045796
436,9.269098596000001,7.466972167000001,-1.2305099529999999
437,9.133363309,7.375854375,-1.119824264
438,9.001278721,7.296302725,-1.363984893
439,8.867355878,7.198259328,-1.3901941269999998
440,8.723836774,7.076585204,-1.304502163
441,8.57931731,6.932805311,-1.320575873
442,8.473840677,6.794965584,-1.196040378
443,8.359337485,6.622311292999999,-0.9164718209999999
444,8.247251703,6.4638143470000005,-0.623332928
445,8.139181193999999,6.2760835120000005,-0.288843627
446,8.037793676,6.100613132,-0.291047122
447,7.945786122,5.972547165,-0.255968115
448,7.859123759,5.7981410239999995,-0.314222408
449,7.775612055,5.640170414,-0.524451919
450,7.695900829,5.513353573,-0.641199407
451,7.618212594,5.377204412999999,-0.810263325
452,7.537498672000001,5.262843125,-0.8655201779999999
453,7.450824002999999,5.158691388,-1.084044087
454,7.356797212999999,5.050607186000001,-1.254014465
455,7.250650619,4.935904481000001,-1.38330732
456,7.131155766,4.8172041960000005,-1.598214609
457,6.999667559,4.6955862999999995,-1.66072481
458,6.856424371,4.571422424,-1.706347491
459,6.703851659,4.156185968390178,-1.6872346169999999
460,6.548221782000001,4.296454364,-1.7047313880000001
461,6.387358945,4.124350981,-1.575993473
462,6.2211758779999995,3.9613970810000003,-1.466311814
463,6.056363062000001,3.7627774019999998,-1.328610001
464,5.900805207,3.56103463,-1.186180945
465,5.7542529710000005,3.360205465,-1.150363379
466,5.612022487000001,3.136719424,-1.1504273040000002
467,5.474446925,2.892116363,-1.077099531
468,5.348523353,2.642096687,-1.149366445
469,5.230353689,2.412280285,-1.107771453
470,5.110338767,2.2119250669999997,-1.229403492
471,4.991978801,2.0509811069999997,-1.271006605
472,4.871825258,1.936016102,-1.332816562
473,4.746609946,1.8364216359999999,-1.477507755
474,4.61544939,1.763455513,-1.5621456009999999
475,4.476197535,1.69423622,-1.681569343
476,4.328038591,1.648020808,-1.815899294
477,4.168125675,1.575279408,-1.9506263869999998
478,3.997382985,1.540237336,-2.080402303
479,3.8127328389999997,1.5100807880000002,-2.238010815
480,3.611178518,1.476409385,-2.363522469
481,3.39728652,1.4704380190000002,-2.386992974
482,3.1736397210000002,1.473160108,-2.288820105
483,2.94662564,1.509715456,-1.9341535980000002
484,2.726909581,1.5375057619999999,-1.65957936
485,2.524527031,1.60082585,-1.3386393559999998
486,2.345301069,1.6827188830000002,-1.088680197
487,2.189729705,1.8552356223407815,-0.906249057
488,2.057426183,1.851243183,-0.74689767
489,1.9458564809999999,1.993624913,-0.6463191420000001
490,1.85167071,2.066582242,-0.557189436
491,1.7731742,2.154814926,-0.46069249100000004
492,1.707629386,2.288626019,-0.364059643
493,1.653788229,2.3946169409999998,-0.283050698
494,1.6099901719999998,2.481969536,-0.17675754800000001
495,1.57952515,2.577654399,-0.041528817
496,1.561793136,2.670118767,0.120059399
497,1.560108135,2.7589832039999997,0.311367981
498,1.573136382,2.842443588,0.513885728
499,1.598404259,2.9552790339999997,0.677415138
500,1.636357085,3.032078222,0.802007094
501,1.688821128,3.111730749,0.91390388
502,1.754127305,3.203600409,0.974606933
503,1.831057446,3.2953626380000003,1.024151709
504,1.9164712640000001,3.363445343,1.081275778
505,2.010328324,3.438679973,1.102003303
506,2.11034763,3.498725981,1.0647208540000002
507,2.21411365,3.5628194669999997,1.079438734
508,2.315361539,3.6080705060000002,1.090180487
509,2.426027914,3.66816878,1.0036817390000001
510,2.536063913,3.752430562,0.966756318
511,2.644139119,3.826562085,0.9607706509999999
512,2.747781546,3.926619548,0.9721251409999999
513,2.4468046011566766,3.975350448,0.980412145
514,2.953880885,4.0143870889999995,0.986460363
515,3.0563922310000002,4.080639634,0.807438549
516,3.158975615,4.149124062,0.776360171
517,3.256358388,4.279212096,0.690785443
518,3.3491953039999998,4.412750826,0.7436319309999999
519,3.437213467,4.503410435,0.745514398
520,3.523965903,4.612198712,0.642067695
521,3.606792852,4.71172758,0.598013944
522,3.6882557960000004,4.807275192,0.628753954
523,3.766472018,5.295579574881667,0.572573901
524,3.841568146,5.077351637,0.568258453
525,3.913636328,5.192962383999999,0.565108849
526,3.9804931480000003,5.306078037,0.2771938173295898
527,4.0435464869999995,5.4273684410000005,0.613690956
528,4.108326303,5.523249462999999,0.572062327
529,4.178868871000001,5.641540477,0.6727056929999999
530,4.251366136000001,5.744950472999999,0.803810965
531,4.323038812,5.856380867,0.8942563020000001
532,4.395610386,5.983521549,0.918339026
533,4.472589943,6.08297833,0.9726028659999999
534,4.555788887,6.200824702999999,0.944073596
535,4.645027457,6.293220369,0.9284927159999999
536,4.737923789,6.378425107000001,1.0429058390000001
537,4.834239939,6.492117348,1.042553059
538,5.241193412455807,6.607581209,1.078982797
539,5.03123252,6.708927824,1.131775969
540,5.06813718049997,6.829542084,1.154583645
541,5.236384187,6.928816905,0.7157579382983639
542,5.345873857,7.037645577999999,1.092294498
543,5.457302256,7.159416714,0.8113065079999999
544,5.569395403,7.269253932000001,0.878762756
545,5.676720792,7.400507455,0.901790127
546,5.782067183,7.524623579,0.860945175
547,5.884468225,7.656163833,0.9936066859999999
548,5.979466705,7.784098514,0.948921043
549,6.078067588,7.903709768,0.973958839
550,6.183050132999999,8.033211642000001,1.118017251
551,6.29193953,8.15785398,1.134059869
552,6.400678882999999,8.291305481,1.145768475
553,6.510058681,8.421329375,1.143831867
554,6.622157656000001,8.527610617999999,1.231515964
555,6.739242641000001,8.657934888,1.52087597
556,6.858465916,8.797337955,1.4542889559999999
557,6.978499585,8.913380056,1.557680722
558,7.102876646,9.033474473,1.3501249119999998
559,7.223669797,9.141810227999999,0.795082245
560,7.344848961,9.2682195,0.982224249
561,7.464058642,9.404071197999999,1.066398374
562,7.581080414,9.558337366,1.2378939759999998
563,7.701758542,9.692862903,1.2582383670000001
564,7.82735645,9.814091207,0.974347854
565,7.956544759,9.941441439,1.170711476
566,8.082350358,10.06562403,1.298303155
567,8.209439308,10.19499156,1.265640417
568,8.337464632,10.32772672,1.173668323
569,8.469925834,10.43598677,1.022686574
570,8.600371346000001,10.55387219,1.116893672
571,8.726344014,10.67295187,1.20661426
572,8.852053909,10.81622655,0.742752192
573,8.979072739,10.92440424,1.3161446509999999
574,9.104795946,11.03098431,1.331072227
575,9.225821081,11.15861116,1.321002903
576,9.344167851,11.27230555,1.282207687
577,9.463561537999999,11.40248719,1.070457171
578,9.586721017,11.53401161,1.434774394
579,9.711878712,11.64694134,1.1084326070000001
580,9.842997216,11.76795718,1.2423672479999999
581,9.976214967999999,11.88293534,1.324395522
582,10.10796314,12.00766746,1.3108889209999999
583,10.23563703,12.11911055,1.196210602
584,10.125046352752578,12.23654245,1.17540571
585,10.49386009,12.35084839,0.945339137
586,10.62159154,12.47536761,0.7617033870000001
587,10.74633387,12.58165743,0.8425602259999999
588,10.8711458,12.71615269,0.974947515
589,10.99675904,12.82222664,1.1816311959999999
590,11.12445782,12.93809998,1.2224163559999999
591,11.24917629,13.01614433,1.110675328
592,11.37096912,13.12113991,1.175870687
593,11.49137717,13.23969691,1.113391475
594,11.61227527,13.36495864,1.093996562
595,11.73353103,13.46026742,1.085082336
596,11.923490042375258,13.53912969,0.9842377940000001
597,11.97245547,13.63542047,1.078350008
598,12.09471318,13.72707732,1.057939704
599,12.21546053,13.829096599999998,1.221238408
600,12.33510555,13.92660067,1.146502823
601,12.45319555,14.00803692,0.9923779420000001
602,12.57090084,14.0952385,1.162906502
603,12.68157173,14.16249187,0.9938680040000001
604,12.79311173,14.22018376,0.5193472610000001
605,12.90678733,14.31199101,0.576580595
606,13.02202129,14.37566413,0.6340750789999999
607,13.13163899,14.71400762428118,0.838509017
608,13.23415571,14.50006487,1.139703742
609,13.32848812,14.54499837,0.641507661
610,13.42660315,14.62263495,1.011646617
611,13.53723424,14.69470778,1.066907984
612,13.63974036,14.75508397,1.468871255
613,13.73331454,14.81914072,1.007533257
614,13.82412227,14.88685572,0.91715702
615,13.91516187,14.96876338,0.851196484
616,14.00411975,15.03923298,1.3166765870000001
617,14.09005705,15.13064791,1.027480687
618,14.17454056,15.18237285,0.8373769790000001
619,14.25421055,15.24664062,0.808692608
620,14.32886699,15.31659173,0.672454828
621,14.39836306,15.400825699999999,0.918930543
622,14.45883994,15.47979595,0.7476702690000001
623,14.53299622,15.55561855,0.654123205
624,14.60137675,15.84835543028646,0.664463919
625,14.66404117,15.72661068,0.755867513
626,14.73303983,15.80766898,0.859265072
627,14.80741199,15.8819614,0.8141854359999999
628,14.87820184,15.94798369,0.880863924
629,14.94937832,16.02893365,0.636031095
630,15.01933653,16.11328165,0.661741566
631,15.08390291,16.19872135,0.622854858
632,15.14978728,16.27038046,0.64164291
633,15.22263672,16.35599986,0.954093992
