,InVehicle_Longitudinal_Speed,GPS_Speed,InVehicle_Longitudinal_Accel
0,11.375,11.307097,-0.10300000000000001
1,11.36670844,11.25596354,-0.353945898
2,11.36233129,11.24911511,-0.090961971
3,11.35866497,11.26327989,-0.043470138
4,11.35674535,11.2703612,-0.037578815
5,11.355559800000002,11.25554402,-0.039736146
6,11.35239095,11.25280729,-0.074362582
7,11.34554811,11.24361287,0.05723382165491765
8,11.3383875,11.22973259,-0.036495252
9,11.33398455,11.22463044,-0.054608980999999994
10,11.3300395,11.22372082,-0.094058244
11,11.32416177,11.23474792,-0.080719994
12,11.31687485,11.24027837,-0.081499005
13,11.31006032,11.2380591,-0.071578028
14,11.30283751,11.237967999999999,-0.085312703
15,11.29606627,11.21790624,-0.011461819
16,11.29037452,11.19215909,-0.01970191280264613
17,11.28622078,11.19294526,0.038684744
18,11.644594701619598,11.19240837,-0.004834526
19,11.27612913,11.19021187,0.068226137
20,11.27132136,11.17528079,0.03769118
21,11.26631173,11.15966332,-0.000317578
22,11.26040429,11.14729329,-0.007093765
23,11.2538413,11.14937153,0.024647943
24,11.24679986,11.15699682,-0.030801099
25,11.2394095,11.14354227,-0.060788152000000005
26,11.23026377,11.13941475,-0.040745758
27,11.22208782,11.12612881,-0.05756413
28,11.21612066,11.11795933,-0.0017055129999999999
29,11.21326655,11.10977567,-0.050034971
30,11.2111835,11.09561174,-0.027656589
31,11.20816221,11.08152587,-0.06373417099999999
32,11.20520664,11.07957537,-0.063860018
33,11.20079833,11.113414500000001,-0.08491598800000001
34,11.19607996,11.10187707,-0.063596344
35,11.19038508,11.10317488,-0.21050828
36,11.18397749,11.09051648,-0.16050012800000002
37,11.17704974,11.08377676,-0.186894355
38,11.16974209,11.09607299,-0.12230153
39,11.16140693,11.07436567,-0.11184607099999999
40,11.15457308,11.038392300000002,-0.161866555
41,11.14733422,11.03323953,-0.17216854199999998
42,11.13979978,11.014624000000001,-0.12203604800000001
43,11.13279982,11.01839133,-0.05924200599999999
44,11.12919193,11.01919739,-0.060581439
45,11.12430726,11.03533479,-0.061559015
46,11.1177405,11.02795391,-0.072754555
47,11.11069631,11.02242816,-0.059961428
48,11.10555515,11.01478567,-0.076829596
49,11.10180291,11.00226618,-0.021007327000000003
50,11.09906436,10.9843826,-0.11653258400000001
51,11.09481444,10.98993388,-0.08667152
52,11.08796073,10.98551659,-0.138252035
53,11.08070711,10.99201098,-0.076318174
54,11.075413099999999,10.98467246,-0.120213648
55,11.07305028,10.98653561,-0.131286366
56,11.06982481,10.97734446,-0.13936772
57,11.06446902,10.98021555,-0.108578632
58,11.05455671,10.97037172,-0.30623069
59,11.04357008,10.9645756,-0.21988047300000002
60,11.03330007,10.94313016,-0.261678915
61,11.02730555,10.9387236,-0.176882576
62,11.01992879,10.92620602,-0.151681709
63,11.01604562,10.9084627,-0.096601799
64,11.011710800000001,10.87149514,-0.09833031199999999
65,11.00779656,10.80952937,-0.08910979699999999
66,11.00343906,10.74722801,-0.07713923
67,11.00025876,10.67829522,-0.09460773800000001
68,10.99718715,10.60757718,-0.081151869
69,10.99344464,10.53083575,-0.11325943
70,10.98771121,10.43650942,-0.08428262800000001
71,10.98202572,10.33573483,-0.06313409
72,10.97937718,10.24580311,-0.026734839
73,10.97969565,10.15726019,-0.073543498
74,10.97767659,10.05182141,-0.076260325
75,10.97019959,9.937522262,-0.193545855
76,10.95498693,9.811897391,-0.247699787
77,10.93262747,9.685780801,-0.40252637
78,10.90280075,9.545422546000001,-0.41594601
79,10.86752436,9.41021894,-0.5095967379999999
80,10.740565324633302,9.270447697,-0.5307778670000001
81,10.77416629,9.136227959,-0.651057392
82,10.71510709,8.98412462,-0.665468229
83,10.64723897,8.84159868,-0.749360316
84,10.57294142,8.689125032,-0.752937099
85,10.49320119,8.535916464,-0.8656092320000001
86,10.40498595,8.364401184,-0.905914045
87,10.3113355,8.207012987999999,-1.008704689
88,10.21146726,8.037167402,-1.078484772
89,10.10480952,7.88516309,-1.139895393
90,9.993946994,7.706891034,-1.1899565840000002
91,9.879265144,7.54096189,-1.210770341
92,9.758043311,7.376127997999999,-1.3098176209999999
93,9.632048852999999,7.210011105,-1.2510808999999998
94,9.498818656000001,7.040736597,-1.313032879
95,9.363309203,6.8774869810000006,-1.3268019640000002
96,9.225385757,6.708361363,-1.4102256709999998
97,9.083449531,6.534530871,-1.481594007
98,8.940085321,6.370871623999999,-1.502235561
99,8.791926434,6.201169319,-1.548746854
100,8.638017243,6.026223634,-1.593174893
101,8.481411943,5.872579412,-1.604636299
102,8.319086978,5.701856783999999,-1.6392064880000001
103,8.154838491,5.530747732000001,-1.6329911419999998
104,7.990687121000001,5.364632262,-1.61797285
105,7.825105915,5.185224152,-1.664663178
106,7.656980162999999,4.996391943,-1.604401275
107,7.488498008,4.8101222219999995,-1.6547580480000001
108,7.32275771,4.630165166,-1.675787535
109,7.154515846000001,4.4457913410000005,-1.6492075309999998
110,6.987449936,4.2572224830000005,-1.640290342
111,6.818240581,4.059483134,-1.633782186
112,6.648967836000001,3.871710483,-1.63951431
113,6.481149543,3.663862159,-1.596528591
114,6.312891785,3.495228177,-1.643771188
115,6.142812569,3.284549779,-1.641563691
116,5.97290496,3.0945527569999998,-1.60850638
117,5.804623315,2.8953544910000004,-1.62106692
118,5.636027382999999,2.697076718,-1.6040290000000001
119,5.467202341,2.49808216,-1.6702094369999998
120,5.301962282,2.307727349,-1.728992879
121,5.147593326,2.147418179,-1.77189561
122,4.978645647,1.988490905,-1.8189309919999999
123,4.799808004,1.854450765,-1.837536382
124,4.615253218,1.741767592,-1.8144281969999998
125,4.306795698374227,1.671743482,-1.829009015
126,4.238850039,1.618415596,-1.9222274556582892
127,4.046749511,1.5980977969999999,-1.911874015
128,3.803662100489829,1.5864622240000001,-1.921093362
129,3.651732716,1.5629764030000002,-1.933063075
130,3.4531501469999997,1.565271541,-1.97848631
131,3.25418465,1.560282961,-1.995915084
132,3.053438688,1.569691972,-1.987671245
133,2.8543952389999996,1.582528722,-1.939726285
134,2.663347996,1.6088349880000001,-1.799913345
135,2.478137003,1.655800568,-1.6454614330000001
136,2.303939196,1.710902556,-1.4245392987305474
137,2.14453347,1.796793441,-1.235432987
138,2.007179982,1.87502948,-1.02383773
139,1.8889228869999999,1.9773882969999999,-0.775067697
140,1.795859776,2.108736816,-0.567299282
141,1.723435819,2.2504148880000003,-0.415660794
142,1.670577644,2.381028423,-0.28402426399999997
143,1.6327499269999999,2.520365157,-0.18795016
144,1.60664232,2.652046546,-0.07590282799999999
145,1.592841034,2.7886916810000004,0.011115251999999999
146,1.590272379,2.917298011,0.069383827
147,1.5996542619999998,3.0393432380000003,0.159080058
148,1.616257181,3.1549335610000004,0.261231509
149,1.6471357169999998,3.259288,0.39343744700000005
150,1.689933941,3.372101722,0.531855373
151,1.7489358030000002,3.467626873,0.711494295
152,1.820514555,3.575662646,0.8950129509999999
153,1.90277319,3.691440618,1.055158054
154,1.996578669,3.822309793,1.193003086
155,2.101813248,3.946700575,1.288367395
156,2.2168902719999997,4.077747255,1.32652226
157,2.341401955,4.213096258999999,1.385815535
158,2.472048971,4.349919504,1.3661979969999998
159,2.60492261,4.484208888,1.351880259
160,2.7379203480000003,4.599156334,1.304743333
161,2.8725096469999998,4.741081189,1.249376619
162,3.006009326,4.876317555,1.214208597
163,3.1387134810000004,5.00694982,1.2199876170000001
164,3.2708372989999996,5.13866453,1.250410552
165,3.4010365730000003,5.2708915339999995,1.235927328
166,3.5335834310000003,5.397522792,1.225356837
167,3.667093163,5.528538615,1.165231725
168,3.796802951,5.644151259,1.179001121
169,3.926741348,5.7668474960000005,1.230978874
170,4.054595113,5.895130228999999,1.216504208
171,4.183929127,6.02193717,1.195457902
172,4.312842774,6.160161469,1.227266661
173,4.439198407,6.293113589,1.260964148
174,4.568940008,6.452204911,1.269834957
175,4.702653553,6.605800899,1.276309262
176,4.836264291,6.772601045,1.270552433
177,4.968299279,6.91210943,1.282073938
178,5.096182509,7.060714682,1.269518715
179,5.222536323,7.215681234,1.2131860890000001
180,5.344772196,7.348218997999999,1.1877951629999999
181,5.46100091,7.511728074,1.122094479
182,5.582600947,7.796133384238824,1.14751767
183,5.701367305,7.792067557,1.139867476
184,5.8233187079999995,7.909664785,1.202417425
185,5.9460937089999994,8.051163481,1.253310148
186,6.073222007,8.184700216,1.269489764
187,6.205028249,8.32117254,1.3494317519999999
188,6.3349957429999995,8.450346776,1.3815717630000002
189,6.468874154,8.566281403,1.3840648290000002
190,6.604856702,8.684909048,1.469740865
191,6.7468776329999995,8.803003231,1.4746196530000002
192,6.891054158999999,8.925011657,1.4939034969999998
193,7.037554156000001,9.027386366,1.4293622330000002
194,7.181997996000001,9.14722378,1.403221315
195,7.322689949,9.259536962,1.4155887109999998
196,7.460643341,9.373022573,1.393168795
197,7.601100976000001,9.479589318,1.429216064
198,7.744886762999999,9.566945594,1.2930529929999999
199,7.885848665,9.652915084,1.251326558
200,8.020247149,9.729403579,1.084605985
201,8.149104868,9.80424777,1.5656445190000001
202,8.276170176,9.878031005,1.4240706369999998
203,8.406429458,9.93118721,1.2997796959999999
204,8.535267912,9.984004584,1.4291900069999999
205,8.660067678999999,10.03532546,1.329721189
206,8.780419116000001,10.08347177,1.215196247
207,8.898273922000001,10.14332278,1.1787802029999999
208,9.01505761,10.19325203,1.120755997
209,9.128057305,10.262872900000001,1.251361398
210,9.236794827999999,10.3100757,1.430539426
211,9.337168443,10.34841365,1.351670177
212,9.437440854,10.40652056,1.14211806
213,9.53163626,10.46045251,0.99965981
214,9.621396401,10.507866400000001,0.8537592979999999
215,9.704917517,10.583842599999999,0.778720898
216,9.779382966,10.63887704,0.661062222
217,9.846488427,10.69292637,0.543743585
218,9.909723236,10.76166725,0.41619106299999997
219,9.974635496,10.80017552,0.234000128
220,10.03476862,10.85326999,0.279224243
221,10.08916252,10.89826802,0.28078459999999994
222,10.14311987,10.9336085,0.329092691
223,10.19525762,10.97023047,0.081334404
224,10.25357175,11.0076486,0.104909747
225,10.31114049,11.02371274,0.326516254
226,10.36891596,11.05515089,0.23144389199999998
227,10.42233963,11.05157945,0.303563743
228,10.47408788,11.05285987,0.329994815
229,10.52611433,11.05976429,0.3545264
230,10.58059475,11.06702466,0.382912686
231,10.63311454,11.06260554,0.351219935
232,10.68420309,11.07728919,0.343812269
233,10.73499757,11.07967624,0.406539227
234,10.78932961,11.09516261,0.45232010799999994
235,10.84099061,11.09313762,0.26560971699999997
236,10.88770018,11.08610637,0.291812245
237,10.92629357,11.08333474,0.122258898
238,10.77286671068709,11.07534224,0.08236793
239,10.98710676,11.07492343,0.068976845
240,11.01085166,11.05518138,0.00155211
241,11.02968272,11.05493354,0.030958044
242,11.04642789,11.06391555,0.015732568
243,11.06015023,11.06241874,0.00986138
244,11.06866441,11.04216763,0.00557633
245,11.07637942,11.03766098,0.039136126
246,12.38026098,12.47140405,0.22610148
247,13.34239694,13.52045032,0.205326068
248,14.05586249,14.29205987,0.258296659
249,14.5908392,14.84799519,0.323162068
250,14.99329518,15.2695677,0.454360172
251,15.29603083,15.582224553353575,0.429570591
252,15.5267359,15.81039414,0.448165284
253,15.70336919,15.97335692,0.43553135200000004
254,15.83978857,16.0907671,0.337213036
255,15.94535682,16.18603766,0.31262529899999997
256,16.02990928,16.26084563,0.257992878
257,16.28365782901194,16.31030728,0.223360776
258,16.1630869,16.34779462,0.056576927
259,16.21208165,16.38209619,0.081599626
260,16.25009137,16.41740447,0.073657134
261,16.27933379,16.43775954,0.41376837
262,16.30517861,16.47135764,0.572898924
263,16.33004497,16.854476069504628,0.32216723399999997
264,16.35269596,16.5146725,0.128690207
265,16.37147885,16.53290656,0.22332857399999997
266,16.38893963,16.55773727,0.297640828
267,16.40618596,16.57794245,0.18940522
268,16.42252529,16.61226406,0.19950765199999998
269,16.43745188,16.63606399,0.13874745300000002
270,16.44834596,16.65107414,0.146812304
271,16.46004941,16.68257621,0.27324208699999997
272,16.47459451,16.69765438,0.255454438
273,16.48746164,16.72323618,0.31060563
274,16.50060484,16.74204576,0.366580476
275,16.51319875,16.76785196,0.339299973
276,16.52989501,16.78321575,0.46613832200000005
277,16.54808355,16.78970875,0.474854015
278,16.56586157,16.80152788,0.5179023220000001
279,16.58333917,16.81890031,0.402572008
280,16.602849,16.8233886,0.423219505
281,16.62309153,16.83513294,0.43304792200000003
282,16.64536955,16.84453736,0.22533888
283,16.67063468,16.86014743,0.257179793
284,16.69582791,16.86654245,0.359034144
285,16.72021872,16.87815148,0.265658933
286,16.74402307,16.88579137,0.286607134
287,16.76740021,16.90191825,0.134183072
288,16.79121604,16.90133248,0.14348101900000002
289,16.81610201,16.9125668,-0.017445909
290,16.84251977,16.92451451,-0.0038716640000000004
291,16.86630304,16.92837544,0.6192359829999999
292,16.88966479,16.93688525,0.6914120020000001
293,16.90671521,16.935738100000002,0.508242848
294,16.91915936,16.95350408,0.447932406
295,16.93049286,16.96758109,0.734100126
296,16.94326696,16.97369011,0.707111487
297,16.95859374,16.97509462,0.655967813
298,16.97203111,16.98750381,0.608158859
299,16.98408951,16.99933724,0.447481058
300,16.99664272,17.01102792,0.40882682200000003
301,17.00655483,17.02386414,0.469712786
302,17.0152901,17.02351425,0.26258056399999996
303,17.023916699999997,17.02450836,0.158575673
304,17.03696668,17.04133845,0.43381739399999997
305,17.05174431,17.03723979,0.582290549
306,17.06478089,17.0370248,0.37094989799999994
307,17.07204434,17.04478131,0.33724793799999997
308,17.07359332,17.05460735,0.317891802
309,17.07847604,17.04678515,0.45575473200000005
310,17.08504109,17.06051229,0.388660158
311,17.09208404,17.05859167,0.308245418
312,17.09722429,17.0664914,0.286242432
313,17.10022565,17.06656504,0.238737507
314,17.10241617,17.725043030873593,0.314127973
315,17.10476513,17.06280765,0.091376619
316,17.11023171,17.06429306,0.08603384300000001
